blocks vars loaded
blok I
data loaded
var_out: S0T302_2A.DACA.PV  var_in: S0FC301.PIDA.SP  best delay: 2  score:0.40153199863076905  close_delays: {'score': 0.40150877379146077, 'delay': 3}, {'score': 0.40134289629891529, 'delay': 4}  conf_interval: 0-19

var_out: S0T302_2A.DACA.PV  var_in: S0FC301.PIDA.OP  best delay: 7  score:0.22157018834975128  close_delays: {'score': 0.22107123391536421, 'delay': 8}, {'score': 0.22102824612626815, 'delay': 6}  conf_interval: 4-10

var_out: S0T302_2A.DACA.PV  var_in: S0PC304.PIDA.PV  best delay: 0  score:0.037743186561529085  close_delays: {'score': 0.037398721101151389, 'delay': 1}, {'score': 0.037097921237821851, 'delay': 2}  conf_interval: 0-2

var_out: S0T302_2A.DACA.PV  var_in: S0RFC322.PIDA.PV  best delay: 100  score:0.05771580209679561  close_delays: {'score': 0.057710405484982075, 'delay': 101}, {'score': 0.057472807329393534, 'delay': 109}  conf_interval: 98-103

var_out: S0T302_2A.DACA.PV  var_in: S0RFC316.CTLALGO.PV  best delay: 1  score:0.01986354450387262  close_delays: {'score': 0.019245461745721393, 'delay': 10}, {'score': 0.019234330273252831, 'delay': 2}  conf_interval: 1-1

var_out: S0T302_2A.DACA.PV  var_in: S0FC316.PIDA.PV  best delay: 2  score:0.38820612060844883  close_delays: {'score': 0.38783731328214999, 'delay': 1}, {'score': 0.37754963649365703, 'delay': 3}  conf_interval: 1-2

var_out: S0T302_2A.DACA.PV  var_in: S0PC304.PIDA.SP  best delay: 0  score:0.03802039462760454  close_delays: {'score': 0.037946342618684015, 'delay': 1}, {'score': 0.037880815438233406, 'delay': 2}  conf_interval: 0-23

var_out: S0T302_2A.DACA.PV  var_in: S0PC304.PIDA.OP  best delay: 1  score:0.30855470254536566  close_delays: {'score': 0.30719004519316984, 'delay': 0}, {'score': 0.30667640645948224, 'delay': 2}  conf_interval: 0-2

var_out: S0T302_2A.DACA.PV  var_in: S0PC027.PIDA.PV  best delay: 0  score:0.025943277297852285  close_delays: {'score': 0.023858633233356796, 'delay': 7}, {'score': 0.023799634462072228, 'delay': 8}  conf_interval: 0-0

var_out: S0A301.DACA.PV  var_in: NKZG_AN1_METAN  best delay: 81  score:0.42197854133309076  close_delays: {'score': 0.42197738749839531, 'delay': 82}, {'score': 0.42197402079242752, 'delay': 80}  conf_interval: 0-120

var_out: S0A301.DACA.PV  var_in: SRV_1_AZOT  best delay: 8  score:0.3054294742662781  close_delays: {'score': 0.3054294676157242, 'delay': 9}, {'score': 0.305426508055895, 'delay': 7}  conf_interval: 0-120

var_out: S0A301.DACA.PV  var_in: SRV_1_WART_OPAL  best delay: 64  score:0.1817399957492002  close_delays: {'score': 0.18173930674916383, 'delay': 65}, {'score': 0.18173843033832893, 'delay': 63}  conf_interval: 0-120

var_out: S0A301.DACA.PV  var_in: S0FK318.DACA.PV  best delay: 10  score:0.03187511730276926  close_delays: {'score': 0.031830037237420838, 'delay': 11}, {'score': 0.031664259235341108, 'delay': 9}  conf_interval: 9-12

var_out: S0A301.DACA.PV  var_in: SRV_2_METAN  best delay: 120  score:0.010651431653873946  close_delays: {'score': 0.010628481204356777, 'delay': 119}, {'score': 0.010605182418138237, 'delay': 118}  conf_interval: 111-120

var_out: S0A301.DACA.PV  var_in: CH4_NKZG_AN2_AZOT  best delay: 120  score:2.5255048847316885e-05  close_delays: {'score': 2.4872467685788102e-05, 'delay': 119}, {'score': 2.4489797332605256e-05, 'delay': 118}  conf_interval: 119-120

var_out: S0A301.DACA.PV  var_in: SRV_2_WART_OPAL  best delay: 120  score:0.006073250180034795  close_delays: {'score': 0.0060559868193487132, 'delay': 119}, {'score': 0.0060384537847798514, 'delay': 118}  conf_interval: 114-120

var_out: S0A301.DACA.PV  var_in: S0FC027.PIDA.PV  best delay: 59  score:0.45530480614506375  close_delays: {'score': 0.45384790409055964, 'delay': 60}, {'score': 0.44796595127030248, 'delay': 61}  conf_interval: 58-61

var_out: S0A301.DACA.PV  var_in: S0PC025.PIDA.PV  best delay: 6  score:0.5566480538564034  close_delays: {'score': 0.55591593135425499, 'delay': 7}, {'score': 0.54993860773260173, 'delay': 15}  conf_interval: 5-8

var_out: S0A301.DACA.PV  var_in: S0F026.DACA.PV  best delay: 120  score:0.010481073335693702  close_delays: {'score': 0.010443215704407427, 'delay': 119}, {'score': 0.010395785277195313, 'delay': 118}  conf_interval: 116-120

var_out: S0A301.DACA.PV  var_in: S0T001_1.DACA.PV  best delay: 49  score:0.4008151635913655  close_delays: {'score': 0.4008137748375753, 'delay': 48}, {'score': 0.40081262672719609, 'delay': 50}  conf_interval: 0-120

var_out: S0A301.DACA.PV  var_in: S0FK319.DACA.PV  best delay: 0  score:0.0021805053521710693  close_delays: {'score': 0.0020681068223286081, 'delay': 1}, {'score': 0.0019780512072319345, 'delay': 2}  conf_interval: 0-0

var_out: S0A301.DACA.PV  var_in: S0PC318.PIDA.PV  best delay: 33  score:0.31582245575847356  close_delays: {'score': 0.3157812186216632, 'delay': 34}, {'score': 0.31574182513680904, 'delay': 32}  conf_interval: 11-120

var_out: S0A301.DACA.PV  var_in: S0FC301.PIDA.PV  best delay: 114  score:0.003984227966418508  close_delays: {'score': 0.0039839063369431216, 'delay': 113}, {'score': 0.0039773470559417712, 'delay': 112}  conf_interval: 109-120

var_out: S0A301.DACA.PV  var_in: S0FC301.PIDA.SP  best delay: 119  score:0.0041262985895570425  close_delays: {'score': 0.0041258928214819024, 'delay': 118}, {'score': 0.0041250867383383349, 'delay': 120}  conf_interval: 105-120

var_out: S0A301.DACA.PV  var_in: S0FC301.PIDA.OP  best delay: 5  score:0.21178373545009488  close_delays: {'score': 0.21172532918392528, 'delay': 6}, {'score': 0.21093343090497396, 'delay': 4}  conf_interval: 2-9

var_out: S0A301.DACA.PV  var_in: S0PC304.PIDA.PV  best delay: 0  score:0.5258829108224066  close_delays: {'score': 0.5224361632454888, 'delay': 1}, {'score': 0.5197053423745015, 'delay': 3}  conf_interval: 0-120

var_out: S0A301.DACA.PV  var_in: S0RFC322.PIDA.PV  best delay: 118  score:0.04095839168564985  close_delays: {'score': 0.040958043520079368, 'delay': 119}, {'score': 0.040930256892767532, 'delay': 117}  conf_interval: 113-120

var_out: S0A301.DACA.PV  var_in: S0RFC316.CTLALGO.PV  best delay: 4  score:0.22271114944359882  close_delays: {'score': 0.21947884521798933, 'delay': 5}, {'score': 0.21666383468443817, 'delay': 3}  conf_interval: 4-5

var_out: S0A301.DACA.PV  var_in: S0FC316.PIDA.PV  best delay: 5  score:0.14076302420127473  close_delays: {'score': 0.13978420732064623, 'delay': 4}, {'score': 0.13970043564213697, 'delay': 110}  conf_interval: 4-5

var_out: S0A301.DACA.PV  var_in: S0PC304.PIDA.SP  best delay: 30  score:0.5301458861000764  close_delays: {'score': 0.53014362509925395, 'delay': 29}, {'score': 0.53014275812030842, 'delay': 31}  conf_interval: 0-120

var_out: S0A301.DACA.PV  var_in: S0PC304.PIDA.OP  best delay: 12  score:0.3531983401684512  close_delays: {'score': 0.35302460102730904, 'delay': 13}, {'score': 0.35185896175087727, 'delay': 11}  conf_interval: 4-30

var_out: S0A301.DACA.PV  var_in: S0PC027.PIDA.PV  best delay: 6  score:0.5604485207913864  close_delays: {'score': 0.55704556272560302, 'delay': 7}, {'score': 0.55604851033011005, 'delay': 5}  conf_interval: 5-7

var_out: S0T302_S14.DACA.PV  var_in: NKZG_AN1_METAN  best delay: 120  score:0.1526372445260713  close_delays: {'score': 0.15262300731250578, 'delay': 119}, {'score': 0.15260945760804256, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S14.DACA.PV  var_in: SRV_1_AZOT  best delay: 25  score:0.20976928637399594  close_delays: {'score': 0.20976927212215013, 'delay': 26}, {'score': 0.20976905226429485, 'delay': 24}  conf_interval: 0-120

var_out: S0T302_S14.DACA.PV  var_in: SRV_1_WART_OPAL  best delay: 71  score:0.0364598319131072  close_delays: {'score': 0.036458022622233632, 'delay': 72}, {'score': 0.036455091094123482, 'delay': 70}  conf_interval: 20-120

var_out: S0T302_S14.DACA.PV  var_in: S0FK318.DACA.PV  best delay: 120  score:0.05674489795302584  close_delays: {'score': 0.056729606561710666, 'delay': 119}, {'score': 0.056706802302187935, 'delay': 118}  conf_interval: 97-120

var_out: S0T302_S14.DACA.PV  var_in: SRV_2_METAN  best delay: 120  score:0.0650279569571981  close_delays: {'score': 0.064997401326529203, 'delay': 119}, {'score': 0.064966635790718374, 'delay': 118}  conf_interval: 52-120

var_out: S0T302_S14.DACA.PV  var_in: CH4_NKZG_AN2_AZOT  best delay: 120  score:0.04426217624657314  close_delays: {'score': 0.044241516597895325, 'delay': 119}, {'score': 0.044220768900176677, 'delay': 118}  conf_interval: 82-120

var_out: S0T302_S14.DACA.PV  var_in: SRV_2_WART_OPAL  best delay: 120  score:0.0637727142431821  close_delays: {'score': 0.063741984230991533, 'delay': 119}, {'score': 0.063711064298145437, 'delay': 118}  conf_interval: 54-120

var_out: S0T302_S14.DACA.PV  var_in: S0FC027.PIDA.PV  best delay: 61  score:0.34502797523897677  close_delays: {'score': 0.34450175429633972, 'delay': 60}, {'score': 0.34441617992243412, 'delay': 62}  conf_interval: 59-88

var_out: S0T302_S14.DACA.PV  var_in: S0PC025.PIDA.PV  best delay: 0  score:0.4870570287615683  close_delays: {'score': 0.48345026475871056, 'delay': 8}, {'score': 0.48327230958906875, 'delay': 7}  conf_interval: 0-2

var_out: S0T302_S14.DACA.PV  var_in: S0F026.DACA.PV  best delay: 0  score:0.053426033172698006  close_delays: {'score': 0.053221929731353534, 'delay': 1}, {'score': 0.052995583006580138, 'delay': 2}  conf_interval: 0-8

var_out: S0T302_S14.DACA.PV  var_in: S0T001_1.DACA.PV  best delay: 120  score:0.019200429172298916  close_delays: {'score': 0.019193162962432564, 'delay': 119}, {'score': 0.019185731102563719, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S14.DACA.PV  var_in: S0FK319.DACA.PV  best delay: 0  score:0.02503512293398225  close_delays: {'score': 0.024936396379088288, 'delay': 1}, {'score': 0.024810556253170191, 'delay': 2}  conf_interval: 0-4

var_out: S0T302_S14.DACA.PV  var_in: S0PC318.PIDA.PV  best delay: 114  score:0.013514528492795662  close_delays: {'score': 0.013514415888859266, 'delay': 113}, {'score': 0.013512826716530535, 'delay': 115}  conf_interval: 68-120

var_out: S0T302_S14.DACA.PV  var_in: S0FC301.PIDA.PV  best delay: 3  score:0.049951154121882335  close_delays: {'score': 0.049801532379589064, 'delay': 2}, {'score': 0.049720185087740447, 'delay': 4}  conf_interval: 1-5

var_out: S0T302_S14.DACA.PV  var_in: S0FC301.PIDA.SP  best delay: 0  score:0.04890827628284178  close_delays: {'score': 0.048908001494474829, 'delay': 1}, {'score': 0.048896510297332996, 'delay': 2}  conf_interval: 0-14

var_out: S0T302_S14.DACA.PV  var_in: S0FC301.PIDA.OP  best delay: 7  score:0.5351441872728402  close_delays: {'score': 0.5349383691194991, 'delay': 8}, {'score': 0.53485050727986438, 'delay': 6}  conf_interval: 0-120

var_out: S0T302_S14.DACA.PV  var_in: S0PC304.PIDA.PV  best delay: 118  score:0.18569911932546057  close_delays: {'score': 0.18569846778429622, 'delay': 119}, {'score': 0.18569673225469219, 'delay': 114}  conf_interval: 0-120

var_out: S0T302_S14.DACA.PV  var_in: S0RFC322.PIDA.PV  best delay: 120  score:0.1188642297775121  close_delays: {'score': 0.11879865777402243, 'delay': 119}, {'score': 0.11868814439283426, 'delay': 118}  conf_interval: 90-120

var_out: S0T302_S14.DACA.PV  var_in: S0RFC316.CTLALGO.PV  best delay: 5  score:0.04032569742525849  close_delays: {'score': 0.039909812447945558, 'delay': 6}, {'score': 0.039587011949815731, 'delay': 4}  conf_interval: 4-6

var_out: S0T302_S14.DACA.PV  var_in: S0FC316.PIDA.PV  best delay: 1  score:0.00177556589403971  close_delays: {'score': 0.0017238014336533602, 'delay': 2}, {'score': 0.001523739325150042, 'delay': 0}  conf_interval: 1-1

var_out: S0T302_S14.DACA.PV  var_in: S0PC304.PIDA.SP  best delay: 120  score:0.18992662477716385  close_delays: {'score': 0.18991996364794181, 'delay': 119}, {'score': 0.18991286248070438, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S14.DACA.PV  var_in: S0PC304.PIDA.OP  best delay: 31  score:0.0029869515880002195  close_delays: {'score': 0.0029819296075368484, 'delay': 30}, {'score': 0.0029739660148372371, 'delay': 32}  conf_interval: 28-33

var_out: S0T302_S14.DACA.PV  var_in: S0PC027.PIDA.PV  best delay: 0  score:0.4880365263528555  close_delays: {'score': 0.4866709003024916, 'delay': 7}, {'score': 0.48607802996138982, 'delay': 8}  conf_interval: 0-2

var_out: S0T302_S15.DACA.PV  var_in: NKZG_AN1_METAN  best delay: 120  score:0.25125422163248445  close_delays: {'score': 0.25124486896928211, 'delay': 119}, {'score': 0.25123581570684217, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: SRV_1_AZOT  best delay: 74  score:0.13176364095391735  close_delays: {'score': 0.13176354293310077, 'delay': 75}, {'score': 0.13176307242902763, 'delay': 73}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: SRV_1_WART_OPAL  best delay: 120  score:0.17343280880011214  close_delays: {'score': 0.17341340135894934, 'delay': 119}, {'score': 0.17339462261293337, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: S0FK318.DACA.PV  best delay: 2  score:0.023077920877719982  close_delays: {'score': 0.023023240318536753, 'delay': 3}, {'score': 0.022999298699939441, 'delay': 1}  conf_interval: 0-4

var_out: S0T302_S15.DACA.PV  var_in: SRV_2_METAN  best delay: 77  score:0.03396072881193091  close_delays: {'score': 0.03396017685586028, 'delay': 78}, {'score': 0.033959634562196417, 'delay': 76}  conf_interval: 7-120

var_out: S0T302_S15.DACA.PV  var_in: CH4_NKZG_AN2_AZOT  best delay: 120  score:0.0057965353311728585  close_delays: {'score': 0.0057943288360597922, 'delay': 119}, {'score': 0.0057922123551531479, 'delay': 118}  conf_interval: 83-120

var_out: S0T302_S15.DACA.PV  var_in: SRV_2_WART_OPAL  best delay: 120  score:0.028764516872870183  close_delays: {'score': 0.02875499481453081, 'delay': 119}, {'score': 0.028745217281848198, 'delay': 118}  conf_interval: 21-120

var_out: S0T302_S15.DACA.PV  var_in: S0FC027.PIDA.PV  best delay: 78  score:0.5240473363619824  close_delays: {'score': 0.52403404399406361, 'delay': 77}, {'score': 0.52401916426008455, 'delay': 79}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: S0PC025.PIDA.PV  best delay: 1  score:0.6825348317059854  close_delays: {'score': 0.68218500640538648, 'delay': 2}, {'score': 0.68180782634851012, 'delay': 0}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: S0F026.DACA.PV  best delay: 5  score:0.0015820643632094011  close_delays: {'score': 0.0015803097607618444, 'delay': 6}, {'score': 0.0015791541976892807, 'delay': 4}  conf_interval: 0-10

var_out: S0T302_S15.DACA.PV  var_in: S0T001_1.DACA.PV  best delay: 0  score:0.1885081894238444  close_delays: {'score': 0.18847064011292969, 'delay': 1}, {'score': 0.18842820502472091, 'delay': 2}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: S0FK319.DACA.PV  best delay: 2  score:0.008315855902209957  close_delays: {'score': 0.0083134613863450335, 'delay': 3}, {'score': 0.0083063469574230497, 'delay': 1}  conf_interval: 0-10

var_out: S0T302_S15.DACA.PV  var_in: S0PC318.PIDA.PV  best delay: 120  score:0.3497592002033474  close_delays: {'score': 0.34974754752029313, 'delay': 119}, {'score': 0.34973139060745562, 'delay': 118}  conf_interval: 28-120

var_out: S0T302_S15.DACA.PV  var_in: S0FC301.PIDA.PV  best delay: 5  score:0.0015442768607507593  close_delays: {'score': 0.0015383708345446667, 'delay': 6}, {'score': 0.0015334234721248174, 'delay': 4}  conf_interval: 4-7

var_out: S0T302_S15.DACA.PV  var_in: S0FC301.PIDA.SP  best delay: 2  score:0.0014700179936721902  close_delays: {'score': 0.0014677770119709832, 'delay': 1}, {'score': 0.0014676864629246111, 'delay': 3}  conf_interval: 0-6

var_out: S0T302_S15.DACA.PV  var_in: S0FC301.PIDA.OP  best delay: 9  score:0.23940850586747453  close_delays: {'score': 0.23938252162819085, 'delay': 10}, {'score': 0.23934703419074144, 'delay': 8}  conf_interval: 0-80

var_out: S0T302_S15.DACA.PV  var_in: S0PC304.PIDA.PV  best delay: 120  score:0.5897614365628252  close_delays: {'score': 0.58972196045848313, 'delay': 119}, {'score': 0.5896876533755917, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: S0RFC322.PIDA.PV  best delay: 0  score:0.0839698831866954  close_delays: {'score': 0.083063683923801146, 'delay': 1}, {'score': 0.082999649460090197, 'delay': 4}  conf_interval: 0-6

var_out: S0T302_S15.DACA.PV  var_in: S0RFC316.CTLALGO.PV  best delay: 0  score:0.1049913596005434  close_delays: {'score': 0.10414352696981234, 'delay': 1}, {'score': 0.10393216560972629, 'delay': 120}  conf_interval: 0-2

var_out: S0T302_S15.DACA.PV  var_in: S0FC316.PIDA.PV  best delay: 120  score:0.042364769981589445  close_delays: {'score': 0.042332789718019792, 'delay': 119}, {'score': 0.042305254284330407, 'delay': 118}  conf_interval: 96-120

var_out: S0T302_S15.DACA.PV  var_in: S0PC304.PIDA.SP  best delay: 120  score:0.6031394434963723  close_delays: {'score': 0.60311366499319274, 'delay': 119}, {'score': 0.60308663461248357, 'delay': 118}  conf_interval: 0-120

var_out: S0T302_S15.DACA.PV  var_in: S0PC304.PIDA.OP  best delay: 120  score:0.12142500955434508  close_delays: {'score': 0.12136891786890769, 'delay': 119}, {'score': 0.12132479026693964, 'delay': 118}  conf_interval: 78-120

var_out: S0T302_S15.DACA.PV  var_in: S0PC027.PIDA.PV  best delay: 1  score:0.6869132381884069  close_delays: {'score': 0.68663690180379877, 'delay': 0}, {'score': 0.68636182058481188, 'delay': 2}  conf_interval: 0-120

var_out: S0T302_S16.DACA.PV  var_in: NKZG_AN1_METAN  best delay: 0  score:0.00869232356244376  close_delays: {'score': 0.0086857936947138947, 'delay': 1}, {'score': 0.0086795986429097916, 'delay': 2}  conf_interval: 0-52

var_out: S0T302_S16.DACA.PV  var_in: SRV_1_AZOT  best delay: 1  score:0.005504263836580314  close_delays: {'score': 0.0055041875879389135, 'delay': 2}, {'score': 0.0055041083308331462, 'delay': 0}  conf_interval: 0-32

var_out: S0T302_S16.DACA.PV  var_in: SRV_1_WART_OPAL  best delay: 0  score:0.03037040895470078  close_delays: {'score': 0.030328969136032446, 'delay': 1}, {'score': 0.030281341530991046, 'delay': 2}  conf_interval: 0-13

